Airport Code,Airport Name,City Name,Country Name,,,,,,,
KPO,Pohang,Pohang,Korea,,,,,,,
UDO,Udomxay,Udomxay,Laos,,,,,,,
GUV,Mougulu,Mougulu,Papua New Guinea,,,,,,,
SGC,Surgut,Surgut,Russian Federation,,,,,,,
LPA,Gran Canaria,Las Palmas,Spain,,,,,,,
SRG,Achmad Yani,Semarang,Indonesia,,,,,,,
ANZ,Angus Downs,Angus Downs,Australia,,,,,,,
HVB,Hervey Bay,Hervey Bay,Australia,,,,,,,
TEG,Tenkodogo,Tenkodogo,Burkina Faso,,,,,,,
YBB,Kugaaruk,Kugaaruk,Canada,,,,,,,
UJE,Ujae Island,Ujae Island,Marshall Islands,,,,,,,
KVG,Kavieng,Kavieng,Papua New Guinea,,,,,,,
KBA,Kabala,Kabala,Sierra Leone,,,,,,,
PMS,Palmyra,Palmyra,Syria,,,,,,,
ZAG,Pleso,Zagreb,Croatia,,,,,,,
TMH,Tanahmerah,Tanahmerah,Indonesia,,,,,,,
LFM,Lamerd,Lamerd,Iran,,,,,,,
LBF,Lee Bird Field,North Platte,United States,,,,,,,
NQA,Millington Regional Jetport,"Millington, TN",United States,,,,,,,
LSV,Nellis AFB,"Las Vegas, NV",United States,,,,,,,
ARO,Arboletas,Arboletas,Colombia,,,,,,,
PLM,Mahmud Badaruddin Ii,Palembang,Indonesia,,,,,,,
UNI,Union Island,Union Island,Saint Vincent and the Grenadines,,,,,,,
DAY,James Cox Dayton Intl,"Dayton, Oh",United States,,,,,,,
TRL,Terrell Field,Terrell,United States,,,,,,,
SIR,Sion,Sion,Switzerland,,,,,,,
RUA,Arua,Arua,Uganda,,,,,,,
MGI,Aransas National Wildlife Refuge,"Matagorda Island, TX",United States,,,,,,,
MMZ,Maimana,Maimana,Afghanistan,,,,,,,
MQA,Mandora,Mandora,Australia,,,,,,,
KDF,Kouba,Kouba,Algeria,,,,,,,
WEI,Weipa,Weipa,Australia,,,,,,,
XMH,Manihi,Manihi,French Polynesia,,,,,,,
ZSU,Dessau Railway Stn.,Dessau,Germany,,,,,,,
SMG,Santa Maria,Santa Maria,Peru,,,,,,,
ASI,Wideawake Field,"Georgetown, Ascension Island",St. Helena,,,,,,,
BKF,Lake Brooks SPB,Katmai National Park,United States,,,,,,,
VGG,Vangrieng,Vangrieng,Laos,,,,,,,
RMP,Rampart,Rampart,United States,,,,,,,
ANP,Lee,Annapolis,United States,,,,,,,
CKN,Municipal,Crookston,United States,,,,,,,
TGS,Chokwe,Chokwe,Mozambique,,,,,,,
BGC,Braganca,Braganca,Portugal,,,,,,,
UER,Puertollano,Puertollano,Spain,,,,,,,
CEM,Central,Central,United States,,,,,,,
FEW,Warren AFB,Cheyenne,United States,,,,,,,
DPO,Devonport,Devonport,Australia,,,,,,,
GLT,Gladstone,Gladstone,Australia,,,,,,,
SCY,San Cristobal,"Puerto Baquerizo Moreno, San Cristóbal Island, Galápagos Islands",Ecuador,,,,,,,
POX,Paris Cergy Pontoise,Paris,France,,,,,,,
FMM,Memmingen-Allgäu,Memmingen,Germany,,,,,,,
CJB,Peelamedu,Coimbatore,India,,,,,,,
KWJ,Gwangju,Gwangju,Korea,,,,,,,
CYX,Cherskiy,Cherskiy,Russian Federation,,,,,,,
POF,Earl Fields Memorial,Poplar Bluff,United States,,,,,,,
ANR,Deurne,Antwerp,Belgium,,,,,,,
BZE,Philip S.W.Goldson Int,Belize City,Belize,,,,,,,
NOI,Novorossijsk,Novorossijsk,Russian Federation,,,,,,,
VGO,Vigo,Vigo,Spain,,,,,,,
MDS,Middle Caicos,Middle Caicos,Turks and Caicos Islands,,,,,,,
ULU,Gulu,Gulu,Uganda,,,,,,,
BHI,Comandante,Bahia Blanca,Argentina,,,,,,,
TSV,Townsville International,Townsville,Australia,,,,,,,
ROO,Rondonopolis,Rondonopolis,Brazil,,,,,,,
YWG,James Armstrong Richardson International Airport,Winnipeg,Canada,,,,,,,
AOD,Abou Deia,Abou Deia,Chad,,,,,,,
PAA,Pa-an,Pa-an,Myanmar,,,,,,,
PQI,Municipal,Presque Isle,United States,,,,,,,
TTD,Troutdale,Troutdale,United States,,,,,,,
RWF,Redwood Falls Muni,Redwood Falls,United States,,,,,,,
MTK,Makin Island,Makin Island,Kiribati,,,,,,,
HOK,Hooker Creek,Hooker Creek,Australia,,,,,,,
BNU,Blumenau,Blumenau,Brazil,,,,,,,
AKV,Akulivik,Akulivik,Canada,,,,,,,
SEU,Seronera,Seronera,Tanzania,,,,,,,
VSG,Lugansk,Lugansk,Ukraine,,,,,,,
HUY,Humberside International,Humberside,United Kingdom,,,,,,,
JUP,Cable Heliport,Upland,United States,,,,,,,
LFN,Franklin,Louisburg,United States,,,,,,,
TPT,Tapeta,Tapeta,Liberia,,,,,,,
IMG,Inhaminga,Inhaminga,Mozambique,,,,,,,
SGU,Municipal,Saint George,United States,,,,,,,
RSW,Southwest Florida Reg,Fort Myers,United States,,,,,,,
STG,St George Island,St George Island,United States,,,,,,,
YAU,Kattiniq/Donaldson,Kattiniq,Canada,,,,,,,
KCS,Kings Creek Station,Kings Creek Station,Australia,,,,,,,
LKO,Amausi,Lucknow,India,,,,,,,
BSV,Besakoa,Besakoa,Papua New Guinea,,,,,,,
INV,Inverness,Inverness,United Kingdom,,,,,,,
BRR,North Bay,Barra,United Kingdom,,,,,,,
BKX,Brookings,Brookings,United States,,,,,,,
BUJ,Ain Eddis,Boussaada,Algeria,,,,,,,
MFS,Miraflores,Miraflores,Colombia,,,,,,,
LDU,Lahad Datu,Lahad Datu,Malaysia,,,,,,,
KKN,Hoeybuktmoen,Kirkenes,Norway,,,,,,,
FSD,Joe Foss Field Airport,Sioux Falls,United States,,,,,,,
COY,Coolawanyah,Coolawanyah,Australia,,,,,,,
HGD,Hughenden,Hughenden,Australia,,,,,,,
PWN,Pitts Town,Pitts Town,Bahamas,,,,,,,
ECR,El Charco,El Charco,Colombia,,,,,,,
DJM,Djambala,Djambala,Congo,,,,,,,
UCK,Lutsk,Lutsk,Ukraine,,,,,,,
FNB,Neubrandenburg,Neubrandenburg,Germany,,,,,,,
RBT,Marsabit,Marsabit,Kenya,,,,,,,
TTA,Tan Tan,Tan Tan,Morocco,,,,,,,
KOC,Koumac,Koumac,New Caledonia,,,,,,,
WRI,Mc Guire Afb,"Wrightstown, New Jersey",United States,,,,,,,
ICL,Municipal,Clarinda,United States,,,,,,,
SQI,Whiteside County,Sterling Rockfalls,United States,,,,,,,
CGQ,Changchun,Changchun,China,,,,,,,
HSN,Zhoushan,Zhoushan,China,,,,,,,
UIP,Pluguffan,Quimper,France,,,,,,,
TJN,Takume,Takume,French Polynesia,,,,,,,
MKB,Mekambo,Mekambo,Gabon,,,,,,,
HHN,Frankfurt-Hahn,Hahn,Germany,,,,,,,
AOJ,Aomori,Aomori,Japan,,,,,,,
CMI,University Of Illinois Willard,Champaign,United States,,,,,,,
AMF,Ama,Ama,Papua New Guinea,,,,,,,
PIO,Pisco,Pisco,Peru,,,,,,,
VSE,Viseu,Viseu,Portugal,,,,,,,
NST,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,,,,,,,
MTE,Monte Alegre,Monte Alegre,Brazil,,,,,,,
YEV,Inuvik/mike Zubko,Inuvik,Canada,,,,,,,
MYY,Miri,Miri,Malaysia,,,,,,,
JEJ,Jeh,Jeh,Marshall Islands,,,,,,,
WGN,Waitangi,Waitangi,New Zealand,,,,,,,
BNM,Bodinumu,Bodinumu,Papua New Guinea,,,,,,,
LGP,Legazpi,Legazpi,Philippines,,,,,,,
MNY,Mono,Mono,Solomon Islands,,,,,,,
EBS,Municipal,Webster City,United States,,,,,,,
YCU,Yun Cheng,Yun Cheng,China,,,,,,,
TXU,Tabou,Tabou,Cote D'Ivoire,,,,,,,
UMD,Uummannaq,Uummannaq,Greenland,,,,,,,
BBT,Berberati,Berberati,Central African Republic,,,,,,,
MZT,Gen Rafael Buelna,Mazatlan,Mexico,,,,,,,
OGE,Ogeranang,Ogeranang,Papua New Guinea,,,,,,,
SBZ,Sibiu,Sibiu,Romania,,,,,,,
GIZ,Jazan,Jazan,Saudi Arabia,,,,,,,
HOG,Frank Pais,Holguin,Cuba,,,,,,,
KAC,Kameshli,Kameshli,Syria,,,,,,,
BTY,Beatty,Beatty,United States,,,,,,,
MTJ,Montrose Regional Airport,Montrose,United States,,,,,,,
QGQ,Heliport,Attu,Greenland,,,,,,,
PKM,Port Kaituma,Port Kaituma,Guyana,,,,,,,
CXF,Coldfoot,Coldfoot,United States,,,,,,,
JCE,Convention Center H/P,Oakland,United States,,,,,,,
JOR,The City Heliport,Orange,United States,,,,,,,
OBX,Obo,Obo,Papua New Guinea,,,,,,,
OUE,Ouesso,Ouesso,Congo,,,,,,,
RUV,Rubelsanto,Rubelsanto,Guatemala,,,,,,,
LRA,Larisa,Larisa,Greece,,,,,,,
RBU,Roebourne,Roebourne,Australia,,,,,,,
SHQ,Southport,Southport,Australia,,,,,,,
EFL,Kefalonia Istland International Airport,Kefalonia,Greece,,,,,,,
PFJ,Patreksfjordur,Patreksfjordur,Iceland,,,,,,,
SYJ,Sirjan,Sirjan,Iran,,,,,,,
IIN,Nishinoomote,Nishinoomote,Japan,,,,,,,
OKD,Okadama,Sapporo,Japan,,,,,,,
KAT,Kaitaia,Kaitaia,New Zealand,,,,,,,
DOF,Dora Bay,Dora Bay,United States,,,,,,,
MJD,Mohenjodaro,Mohenjodaro,Pakistan,,,,,,,
VKO,Vnukovo,Moscow,Russian Federation,,,,,,,
GLO,Gloucestershire,Gloucester,United Kingdom,,,,,,,
XES,Municipal,Lake Geneva,United States,,,,,,,
TUV,Tucupita,Tucupita,Venezuela,,,,,,,
KWV,Kurwina,Kurwina,Papua New Guinea,,,,,,,
ENI,El Nido,El Nido,Philippines,,,,,,,
PLI,Palm Island,Palm Island,Saint Vincent and the Grenadines,,,,,,,
HDS,Hoedspruit Airport,Hoedspruit,South Africa,,,,,,,
AXN,Alexandria,Alexandria,United States,,,,,,,
BFD,Bradford,Bradford,United States,,,,,,,
WWD,Cape May County,Wildwood,United States,,,,,,,
HAR,Capital City,Harrisburg,United States,,,,,,,
HRB,Harbin,Harbin,China,,,,,,,
HEL,Helsinki-vantaa,Vantaa,Finland,,,,,,,
YNM,Matagami,Matagami,Canada,,,,,,,
DNG,Doongan,Doongan,Australia,,,,,,,
MIN,Minnipa,Minnipa,Australia,,,,,,,
YYQ,Metropolitan Area,"Churchill, Manitoba",Canada,,,,,,,
CZW,Czestochowa,Czestochowa,Poland,,,,,,,
NCS,Newcastle,Newcastle,South Africa,,,,,,,
ISW,Alexander Field,Wisconsin Rapids,United States,,,,,,,
IMB,Imbaimadai,Imbaimadai,Guyana,,,,,,,
LUW,Luwuk,Luwuk,Indonesia,,,,,,,
RJN,Rafsanjan,Rafsanjan,Iran,,,,,,,
ROW,Industrial,Roswell,United States,,,,,,,
OLS,International,Nogales,United States,,,,,,,
JDN,Jordan,Jordan,United States,,,,,,,
ORT,Northway,Northway,United States,,,,,,,
CDN,Woodward Fld,Camden,United States,,,,,,,
DLY,Dillons Bay,Dillons Bay,Vanuatu,,,,,,,
SAL,El Salvador International,San Salvador,El Salvador,,,,,,,
ZVM,Messe-BF Railway Servi,Hanover,Germany,,,,,,,
RHA,Reykholar,Reykholar,Iceland,,,,,,,
BMU,Bima,Bima,Indonesia,,,,,,,
BHW,Bhagatanwala Apt,Sargodha,Pakistan,,,,,,,
RMN,Rumginae,Rumginae,Papua New Guinea,,,,,,,
NLE,Jerry Tyler Memorial,Niles,United States,,,,,,,
TAD,Las Animas,Trinidad,United States,,,,,,,
SSU,Greenbrier,White Sulphur Springs,United States,,,,,,,
YPY,Fort Chipewyan,Fort Chipewyan,Canada,,,,,,,
GBP,Gamboola,Gamboola,Australia,,,,,,,
HUK,Hukuntsi,Hukuntsi,Botswana,,,,,,,
EYP,El Yopal,El Yopal,Colombia,,,,,,,
KIQ,Kira,Kira,Papua New Guinea,,,,,,,
CRZ,Turkmenabad,Turkmenabad,Turkmenistan,,,,,,,
PPW,Papa Westray,Papa Westray,United Kingdom,,,,,,,
ANB,Anniston Metropolitan,Anniston,United States,,,,,,,
BBW,Broken Bow,Broken Bow,United States,,,,,,,
LMA,Lake Minchumina,Lake Minchumina,United States,,,,,,,
NRT,New Tokyo International Airport,Tokyo,Japan,,,,,,,
GRM,Devils Track,Grand Marais,United States,,,,,,,
NDP,Ellyson NAS,"Pensacola, FL",United States,,,,,,,
MSO,Missoula International,Missoula,United States,,,,,,,
MVN,Mt Vernon-Outland,Mt Vernon,United States,,,,,,,
KKC,Khon Kaen,Khon Kaen,Thailand,,,,,,,
ATS,Artesia,Artesia,United States,,,,,,,
ICA,Icabaru,Icabaru,Venezuela,,,,,,,
BXO,Buochs,Buochs,Guinea-Bissau,,,,,,,
KAR,Kamarang,Kamarang,Guyana,,,,,,,
KEF,Keflavik International,Reykjavik,Iceland,,,,,,,
NYK,Nanyuki,Nanyuki,Kenya,,,,,,,
MFR,Rogue Valley International - Medford Airport,Medford,United States,,,,,,,
SRC,Searcy,Searcy,United States,,,,,,,
SZK,Skukuza,Skukuza,South Africa,,,,,,,
AGS,Bush Field,Augusta,United States,,,,,,,
OZR,Cairns AAF,Ozark,United States,,,,,,,
GIF,Gilbert Field,Winter Haven,United States,,,,,,,
MHU,Mount Hotham,Mount Hotham,Australia,,,,,,,
BCV,Belmopan,Belmopan,Belize,,,,,,,
MZE,Manatee,Manatee,Belize,,,,,,,
UPR,Upiara,Upiara,Papua New Guinea,,,,,,,
HTA,Chita,Chita,Russian Federation,,,,,,,
JOK,Joshkar-Ola,Joshkar-Ola,Russian Federation,,,,,,,
SEZ,Seychelles International Airport,Mahe Island,Seychelles,,,,,,,
VDE,Hierro,Valverde,Spain,,,,,,,
PTZ,Pastaza,Pastaza,Ecuador,,,,,,,
WTD,West End,West End,Bahamas,,,,,,,
LEP,Leopoldina,Leopoldina,Brazil,,,,,,,
YTA,Pembroke And Area Apt,Pembroke,Canada,,,,,,,
TNJ,Kidjang,Tanjung Pinang,Indonesia,,,,,,,
CKK,Cherokee,Cherokee,United States,,,,,,,
KVL,Kivalina,Kivalina,United States,,,,,,,
TKN,Tokunoshima,Tokunoshima,Japan,,,,,,,
KOV,Kokshetau,Kokshetau,Kazakhstan,,,,,,,
ILK,Ilaka,Ilaka,Madagascar,,,,,,,
CJS,Intl Abraham Gonzalez,Ciudad Juarez,Mexico,,,,,,,
ADI,Arandis,Arandis,Namibia,,,,,,,
IOP,Ioma,Ioma,Papua New Guinea,,,,,,,
KQL,Kol,Kol,Papua New Guinea,,,,,,,
SBC,Selbang,Selbang,Papua New Guinea,,,,,,,
KSZ,Kotlas,Kotlas,Russian Federation,,,,,,,
WLN,Little Naukati,Little Naukati,United States,,,,,,,
CBL,Ciudad Bolivar,Ciudad Bolivar,Venezuela,,,,,,,
SOM,Edmundo Barrios,San Tome,Venezuela,,,,,,,
LCF,Las Vegas,Rio Dulce,Guatemala,,,,,,,
OKI,Oki Island,Oki Island,Japan,,,,,,,
NAT,Augusto Severo,Natal,Brazil,,,,,,,
BGP,Bongo,Bongo,Gabon,,,,,,,
WTN,RAF Station,Waddington,United Kingdom,,,,,,,
BGT,Bagdad,"Bagdad, AZ",United States,,,,,,,
HLN,Helena,Helena,United States,,,,,,,
IDP,Independence,Independence,United States,,,,,,,
VNA,Saravane,Saravane,Laos,,,,,,,
LAQ,La Braq,Beida,Libya,,,,,,,
MGU,Manaung,Manaung,Myanmar,,,,,,,
FAN,Lista,Farsund,Norway,,,,,,,
CHB,Chilas,Chilas,Pakistan,,,,,,,
LRG,Lora Lai,Lora Lai,Pakistan,,,,,,,
YIO,Pond Inlet,Pond Inlet,Canada,,,,,,,
KWD,Kawadjia,Kawadjia,Central African Republic,,,,,,,
GLF,Golfito,Golfito,Costa Rica,,,,,,,
BWK,Bol,Bol,Croatia,,,,,,,
LEV,Levuka Airfield,Bureta,Fiji,,,,,,,
PIS,Biard,Poitiers,France,,,,,,,
ANL,Andulo,Andulo,Angola,,,,,,,
LTP,Lyndhurst,Lyndhurst,Australia,,,,,,,
RBQ,Rurrenabaque,Rurrenabaque,Bolivia,,,,,,,
LLN,Kelila,Kelila,Indonesia,,,,,,,
GAP,Gusap,Gusap,Papua New Guinea,,,,,,,
HLW,Hluhluwe,Hluhluwe,South Africa,,,,,,,
IOM,Ronaldsway,Isle Of Man,United Kingdom,,,,,,,
LCB,Pontes e Lacerda,Pontes e Lacerda,Brazil,,,,,,,
YYC,Calgary International Airport,"Calgary, AB",Canada,,,,,,,
YXE,J.G. Diefenbaker International Airport,Saskatoon,Canada,,,,,,,
GEC,Gecitkale,Gecitkale,Cyprus,,,,,,,
SKM,Skeldon,Skeldon,Guyana,,,,,,,
PAT,Patna,Patna,India,,,,,,,
BJW,Bajawa,Bajawa,Indonesia,,,,,,,
TAX,Taliabu,Taliabu,Indonesia,,,,,,,
FRL,Luigi Ridolfi,Forli,Italy,,,,,,,
KIJ,Niigata,Niigata,Japan,,,,,,,
TDK,Taldy-Kurgan,Taldy-Kurgan,Kazakhstan,,,,,,,
IBL,Indigo Bay Lodge,Indigo Bay Lodge,Mozambique,,,,,,,
XUV,Storekvina Railway,Storekvina,Norway,,,,,,,
HWO,North Perry,Hollywood,United States,,,,,,,
JPN,Pentagon Army,Washington,United States,,,,,,,
RBD,Redbird,Dallas,United States,,,,,,,
LRM,Casa de Campo International,La Romana,Dominican Republic,,,,,,,
GCJ,Grand Central,Johannesburg,South Africa,,,,,,,
WXF,Weathersfield Raf,Braintree,United Kingdom,,,,,,,
BLH,Blythe,Blythe,United States,,,,,,,
GAC,Gracias,Gracias,Honduras,,,,,,,
SCO,Shevchenko,Aktau,Kazakhstan,,,,,,,
LBK,Liboi,Liboi,Kenya,,,,,,,
KLS,Longview,Kelso,United States,,,,,,,
ODW,Oak Harbor,Oak Harbor,United States,,,,,,,
CTT,Le Castellet,Le Castellet,France,,,,,,,
VIH,Rolla National,Vichy,United States,,,,,,,
KWF,Waterfall SPB,Waterfall,United States,,,,,,,
LBO,Lusambo,Lusambo,Zaire,,,,,,,
HBD,Habi,Habi,Papua New Guinea,,,,,,,
JUL,Juliaca,Juliaca,Peru,,,,,,,
GRW,Graciosa Island,Graciosa Island,Portugal,,,,,,,
DUG,Bisbee-Douglas Intl,Douglas,United States,,,,,,,
PVZ,Casement,Painesville,United States,,,,,,,
YCM,St Catharines,St Catharines,Canada,,,,,,,
KKP,Koolburra,Koolburra,Australia,,,,,,,
AGJ,Aguni,Aguni,Japan,,,,,,,
MYD,Malindi,Malindi,Kenya,,,,,,,
UCN,Buchanan,Buchanan,Liberia,,,,,,,
KKE,Kerikeri/Bay of Islands,Kerikeri,New Zealand,,,,,,,
XKC,Sandnes Rail St.,Sandnes,Norway,,,,,,,
DNK,Dnepropetrovsk,Dnepropetrovsk,Ukraine,,,,,,,
MRW,Maribo,Maribo,Denmark,,,,,,,
KBF,Karubaga,Karubaga,Indonesia,,,,,,,
GET,Geraldton,Geraldton,Australia,,,,,,,
GFF,Griffith,Griffith,Australia,,,,,,,
PKT,Port Keats,Port Keats,Australia,,,,,,,
YMW,Maniwaki,Maniwaki,Canada,,,,,,,
SYS,Yeosu,Suncheon,Korea,,,,,,,
XIE,Xienglom,Xienglom,Laos,,,,,,,
YBN,Borden,Borden,Canada,,,,,,,
SZV,Suzhou,Suzhou,China,,,,,,,
APK,Apataki,Apataki,French Polynesia,,,,,,,
PBK,Pack Creek,Pack Creek,United States,,,,,,,
INW,Winslow-Lindbergh,"Winslow, AZ",United States,,,,,,,
MDO,Intermediate,Middleton Island,United States,,,,,,,
HIH,Hook Island,Hook Island,Australia,,,,,,,
INJ,Injune,Injune,Australia,,,,,,,
JAN,Jackson-evers,Jackson,United States,,,,,,,
KPM,Kompiam,Kompiam,Papua New Guinea,,,,,,,
ZIG,Ziguinchor,Ziguinchor,Senegal,,,,,,,
MTS,Matsapha Intl,Manzini,Swaziland,,,,,,,
AMW,Ames,Ames,United States,,,,,,,
JHG,Gasa,Jinghong,China,,,,,,,
MMD,Maridor,Minami Daito,Japan,,,,,,,
PCS,Picos,Picos,Brazil,,,,,,,
ZFA,Faro,Faro,Canada,,,,,,,
VOL,Nea Anchialos,Volos,Greece,,,,,,,
CAS,Anfa,Casablanca,Morocco,,,,,,,
ROR,Babelthuap/Koror,Koror,Palau,,,,,,,
WOA,Wonenara,Wonenara,Papua New Guinea,,,,,,,
KHE,Kherson,Kherson,Ukraine,,,,,,,
ELN,Bowers Field,Ellensburg,United States,,,,,,,
CVG,Cincinnati/northern Kentucky,"Covington, KY",United States,,,,,,,
LGB,Long Beach Municipal,Long Beach,United States,,,,,,,
MSM,Masi Manimba,Masi Manimba,Zaire,,,,,,,
BBA,Teniente Vidal,Balmaceda,Chile,,,,,,,
JNI,Junin,Junin,Argentina,,,,,,,
FLY,Finley,Finley,Australia,,,,,,,
ENC,Essey,Nancy,France,,,,,,,
LWT,Municipal,Lewistown,United States,,,,,,,
MQB,Municipal,Macomb,United States,,,,,,,
DSL,Daru,Daru,Sierra Leone,,,,,,,
JOC,Centerport Heliport,Santa Ana,United States,,,,,,,
GYY,Gary/Chicago International,"Gary, IN",United States,,,,,,,
PYL,Perry SPB,Perry Island,United States,,,,,,,
PSJ,Poso,Poso,Indonesia,,,,,,,
BRT,Bathurst Island,Bathurst Island,Australia,,,,,,,
LUT,Laura Station,Laura Station,Australia,,,,,,,
GSN,Mount Gunson,Mount Gunson,Australia,,,,,,,
YEG,Edmonton International,"Edmonton, AB",Canada,,,,,,,
CZM,Cozumel,Cozumel,Mexico,,,,,,,
ICO,Sicogon Island,Sicogon Island,Philippines,,,,,,,
DES,Desroches,Desroches,Seychelles,,,,,,,
EBD,El Obeid,El Obeid,Sudan,,,,,,,
FON,Fortuna,Fortuna,Costa Rica,,,,,,,
MSW,Massawa International,Massawa,Eritrea,,,,,,,
PGB,Pangoa,Pangoa,Papua New Guinea,,,,,,,
FUK,Fukuoka,Fukuoka,Japan,,,,,,,
NEU,Sam Neua,Sam Neua,Laos,,,,,,,
BLG,Belaga,Belaga,Malaysia,,,,,,,
MTY,Gen Mariano Escobedo,Monterrey,Mexico,,,,,,,
HCR,Holy Cross,Holy Cross,United States,,,,,,,
VCC,Limbe,Limbe,Cameroon,,,,,,,
WYS,Yellowstone,West Yellowstone,United States,,,,,,,
GMP,Gimpo International,Seoul,Korea,,,,,,,
TLB,Tarbela,Tarbela,Pakistan,,,,,,,
END,Vance Afb,Enid,United States,,,,,,,
WST,Westerly State,Westerly,United States,,,,,,,
KML,Kamileroi,Kamileroi,Australia,,,,,,,
YET,Edson,Edson,Canada,,,,,,,
MSA,Muskrat Dam,Muskrat Dam,Canada,,,,,,,
ZWL,Wollaston Lake,Wollaston Lake,Canada,,,,,,,
KZS,Kastelorizo,Kastelorizo,Greece,,,,,,,
MZU,Muzaffarpur,Muzaffarpur,India,,,,,,,
NTI,Bintuni,Bintuni,Indonesia,,,,,,,
FUJ,Fukue,Fukue,Japan,,,,,,,
AYC,Ayacucho,Ayacucho,Colombia,,,,,,,
TKX,Takaroa,Takaroa,French Polynesia,,,,,,,
ARU,Aracatuba,Aracatuba,Brazil,,,,,,,
AEY,Akureyri,Akureyri,Iceland,,,,,,,
GRC,Grand Cess,Grand Cess,Liberia,,,,,,,
JKV,Cherokee County,"Jacksonville, TX",United States,,,,,,,
PNE,North Philadelphia,Philadelphia,United States,,,,,,,
GSO,Piedmont Triad Intl,"Greensboro, NC",United States,,,,,,,
BXG,Bendigo,Bendigo,Australia,,,,,,,
GBL,Goulburn Island,Goulburn Island,Australia,,,,,,,
UEE,Queenstown,Queenstown,Australia,,,,,,,
AUF,Auxerre Branches,Auxerre,France,,,,,,,
KAI,Kaieteur,Kaieteur,Guyana,,,,,,,
GOP,Gorakhpur,Gorakhpur,India,,,,,,,
VIC,Vicenza,Vicenza,Italy,,,,,,,
TJK,Tokat,Tokat,Turkey,,,,,,,
TNE,Tanegashima,Tanegashima,Japan,,,,,,,
LIF,Lifou,Lifou,New Caledonia,,,,,,,
TNF,Toussus-le-noble,Toussus-Le-Noble,France,,,,,,,
BXJ,Burundai,Burundai,Kazakhstan,,,,,,,
LXG,Luang Namtha,Luang Namtha,Laos,,,,,,,
SYH,Syangboche,Syangboche,Nepal,,,,,,,
YGC,Grande Cache,Grande Cache,Canada,,,,,,,
YYT,St. John´s International,"St. John's, NL",Canada,,,,,,,
BKP,Barkly Downs,Barkly Downs,Australia,,,,,,,
SNM,San Ignacio De M,San Ignacio De M,Bolivia,,,,,,,
DNI,Wad Medani,Wad Medani,Sudan,,,,,,,
WKK,Aleknagik,Aleknagik,United States,,,,,,,
GPZ,Grand Rapids,Grand Rapids,United States,,,,,,,
TOJ,Torrejon Afb,Madrid,Spain,,,,,,,
ASB,Ashgabat,Ashgabat,Turkmenistan,,,,,,,
URZ,Uruzgan,Uruzgan,Afghanistan,,,,,,,
YLS,Lebel-Sur-Quevillon,Lebel-Sur-Quevillon,Canada,,,,,,,
YTD,Thicket Portage,Thicket Portage,Canada,,,,,,,
YNC,Wemindji,Wemindji,Canada,,,,,,,
CUW,Cube Cove,Cube Cove,United States,,,,,,,
BIT,Baitadi,Baitadi,Nepal,,,,,,,
HNB,Municipal,Huntingburg,United States,,,,,,,
OPF,Opa Locka,Miami,United States,,,,,,,
NBB,Barrancominas,Barrancominas,Colombia,,,,,,,
MEN,Brenoux,Mende,France,,,,,,,
FOU,Fougamou,Fougamou,Gabon,,,,,,,
NAF,Banaina,Banaina,Indonesia,,,,,,,
JDA,John Day,John Day,United States,,,,,,,
DFI,Memorial,Defiance,United States,,,,,,,
SMN,Salmon,Salmon,United States,,,,,,,
SAS,Salton City,Salton City,United States,,,,,,,
LGI,Deadmans Cay,Long Island,Bahamas,,,,,,,
OZU,Montilla,Montilla,Spain,,,,,,,
HQM,Bowerman,Hoquiam,United States,,,,,,,
LUR,Cape Lisburne,Cape Lisburne,United States,,,,,,,
ARY,Ararat,Ararat,Australia,,,,,,,
SWH,Swan Hill,Swan Hill,Australia,,,,,,,
MEU,Monte Dourado,Monte Dourado,Brazil,,,,,,,
EBU,Boutheon,St Etienne,France,,,,,,,
FGU,Fangatau,Fangatau,French Polynesia,,,,,,,
LDZ,Londolozi,Londolozi,South Africa,,,,,,,
HLF,Hultsfred - Vimmerby,Hultsfred,Sweden,,,,,,,
MME,Durham Tees Valley,"Teesside, Durham",United Kingdom,,,,,,,
CEY,Calloway County,Murray,United States,,,,,,,
DEO,Hyatt Regency H/P,Dearborn,United States,,,,,,,
CPE,Campeche International,Campeche,Mexico,,,,,,,
GZA,Gaza - Yaser Arafat International Airport,Rafah,Palestine,,,,,,,
WAO,Wabo,Wabo,Papua New Guinea,,,,,,,
OSP,Redzikowo,Slupsk,Poland,,,,,,,
ADA,Adana,Adana,Turkey,,,,,,,
MVF,Dixsept Rosado,Mossoro,Brazil,,,,,,,
KLE,Kaele,Kaele,Cameroon,,,,,,,
YNR,Arnes,"Arnes, MB",Canada,,,,,,,
YTM,La Macaza,Mont Tremblant,Canada,,,,,,,
YBD,New Westminster,New Westminster,Canada,,,,,,,
EAA,Eagle,Eagle,United States,,,,,,,
MTN,Glenn L Martin,Baltimore,United States,,,,,,,
RZH,Quartz Hill,Lancaster,United States,,,,,,,
RIC,Richmond International Airport,"Richmond, VA",United States,,,,,,,
BYI,Rupert,Rupert,United States,,,,,,,
BLA,Gen J A Anzoategui,Barcelona,Venezuela,,,,,,,
SEO,Seguela,Seguela,Cote D'Ivoire,,,,,,,
VJQ,Gurue,Gurue,Mozambique,,,,,,,
HIR,Henderson Intl,Honiara,Solomon Islands,,,,,,,
